Distributor,Supplier,ProductName,Category,Standard,Internal_ID_Reference_Number,UCLA,UCD_H,UCB,UCR,UCM,UCSC,OG,CH,FT,RAC,AGA,AWA,GAP,AHC,MBA,WWF,MSC,OWR,SSB,SFSC,SP,BFC,BBC,FAC,SPP,EFI,MWD,BAP
UNFI,Numi Teas,TEA NUMI BREAKFAST BLEND,Coffee/Tea,OG,6644,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,Numi Teas,TEA NUMI GOLDEN CHAI,Coffee/Tea,OG,6016,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,ORGANIC VALLEY,"CREAM CHEESE,OG2",Cheese,Organic,284162,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,ORGANIC VALLEY,"EGG,OG2,GRD A,LRG,BRN,CF",Eggs,Organic,88832,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,ORGANIC VALLEY,"MILK,OG2,UHT,1%,LACT FREE",Milk,Organic,97495,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,ORGANIC VALLEY,"STRINGLES,OG2",Cheese,Organic,60244,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,ORGANIC VALLEY,"SWISS,OG2,BBY,PASTEURIZED",Cheese,Organic,22857,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,P.J.'S ORGANICS,"BURRITO,OG2,BREAKFAST",Packaged Foods,Organic,79849,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,P.J.'S ORGANICS,"BURRITO,OG2,STEAK&CHEESE",Coffee/Tea,Organic,79847,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,Pitaya Foods,"FROZEN PITAYA SMOOTHIE BOWL, CLARITY",Packaged Foods,OG,10241,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,Pitaya Foods,"FROZEN PITAYA SMOOTHIE BOWL, ENERGY",Packaged Foods,OG,10242,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,Pitaya Foods,"FROZEN PITAYA SMOOTHIE BOWL, IMMUNITY",Packaged Foods,OG,10243,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,Pitaya Foods,"FROZEN PITAYA SMOOTHIE BOWL, RECOVER",Packaged Foods,OG,10245,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,Pitaya Foods,INNER HEALTH FROZEN PITAYA BOWL,Packaged Foods,OG,10244,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,SAN-J,OG2 SANJ GF RS TAMRI SOY,Soy Protein,Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,SANTA CRUZ ORGANIC,"APPLESAUCE,OG2",Produce,Organic,16003,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,SANTA CRUZ ORGANIC,"PB,OG2,DR,CRNCH,S291490-1",Packaged Foods,Organic,203765,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,SANTA CRUZ ORGANIC,"PB,OG2,LTRST,CRMYS2914950",Packaged Foods,Organic,203766,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,SANTA CRUZ ORGANIC,"PBTR,OG2,DR,NSTR,CRUNCHY",Packaged Foods,Organic,291502,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,SANTA CRUZ ORGANIC,"PNTBTR,OG2,DRKRST,CRUNCHY",Packaged Foods,Organic,291490,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,SEEDS,OG1 BLACK CHIA SEEDS,Nuts/ Seeds,Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,SEEDS,OG2 GLDN FLAX SEEDS,Nuts/ Seeds,Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,SEEDS,OG2 SESAME SEEDS HULLED,Nuts/ Seeds,Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,SO DELIC,OG CULT COC STW YG,Dairy Alternative,Organic,740164,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,SWT EARTH,OG GEN TSO'S TOFU,Soy Protein,Organic,7111783,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,Sambazon,ACAI BOWL SUPERBERRY,Packaged Foods,OG,3236,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,Sambazon,SMB ACAI BOWL BRY BLIS,Packaged Foods,OG,8155,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,So Delicious,NON-DAIRY YOGURT COCONUT MILK PLAIN,Dairy Alternative,OG,7018,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,TAZA CHOCOLATE,OG2 TAZA CACAO PURO BR,Produce,Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,TOSI,"SPRBTS,OG2,PNUT DK CHC SS",Nuts/ Seeds,Organic,251170,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,TOSI,"SUPERBITES,OG2,BLBRY ALMD",Snacks,Organic,244466,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,TOSI,"SUPERBITES,OG2,CCNUT CSHW",Nuts/ Seeds,Organic,251169,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,TRADITIONAL MEDICINALS,"HERB TEA,OG2,CHAMOM W/LAV",Coffee/Tea,Organic,67380,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,TRADITIONAL MEDICINALS,"HERB TEA,OG2,GINGER AID",Coffee/Tea,Organic,34436,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,TRADITIONAL MEDICINALS,"HERB TEA,OG2,LEMON BALM",Coffee/Tea,Organic,115306,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,TRADITIONAL MEDICINALS,"HERB TEA,OG2,PEPPERMINT",Coffee/Tea,Organic,67390,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,TRADITIONAL MEDICINALS,"TEA,OG2,GREEN,PEPPERMINT",Coffee/Tea,Organic,152218,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,TRADITIONAL MEDICINALS,"TEA,OG2,NIGHTY NIGHT",Coffee/Tea,Organic,54620,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,TRADITIONAL MEDICINALS,"TEA,OG2,THRT COAT LMN ECH",Coffee/Tea,Organic,15735,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,Tasty Bite,RICE COCONUT TASTY BITE,Packaged Foods,OG,1635,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,Tasty Bite,TASTY BITE BROWN RICE,Packaged Foods,OG,8196,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,Tasty Bite,TASTY BITE JASMINE RICE,Packaged Foods,OG,8192,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,Tasty Bite,TASTY BITE KASHMIR SPINACH,Packaged Foods,OG,8194,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,Tasty Bite,TASTY BITE LONG GRAIN RICE 8.8 OZ,Packaged Foods,OG,4235,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,Tasty Bite,TASTY BITE MADRAS LENTILS,Packaged Foods,OG,8193,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,Tasty Bite,TASTY BITE PROTN BWL MEDITSTYL,Packaged Foods,OG,81202,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,Tasty Bite,TASTY BITE STICKY RICE 8.8 OZ,Packaged Foods,OG,4234,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,Tasty Bite,TASTY BITE THAI LIME PILAF,Packaged Foods,OG,8201,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,Tasty Bite,TASTY BITEOG2 TASTY TKA MSALA CHKP,Packaged Foods,OG,8190,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
UNFI,VERMINTS,OG2 VERMINTS CINNAMINT,Candy,Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,VERMINTS,OG2 VERMINTS GINGERMINT,Produce,Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,VERMINTS,OG2 VERMINTS PEPPERMINT,Produce,Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,VERMINTS,OG2 VERMINTS WINTERMINT,Candy,Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,WILDWOOD NATURAL FOODS,"TOFU,OG2,WTRPK SPRTD SLKN",Soy Protein,Organic,18369,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,WOODSTOCK,"ALMONDS,OG2,DARK CHOC",Nuts/ Seeds,Organic,97721,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,WOODSTOCK,"BANANA CHIPS,OG2",Snacks,Organic,65126,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,WOODSTOCK,"CORN,CUT,OG2,FRZ",Produce,Organic,58279,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,WOODSTOCK,DK CHOC ALMD OG2 S1082122,Candy,Organic,97509,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,WOODSTOCK,"KETCHUP,OG2,TOMATO",Produce,Organic,45517,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,WOODSTOCK,"PICKLES,OG2,BBY,KSHR DILL",Snacks,Organic,24268,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,WOODSTOCK,"SUGAR,OG2,BROWN",Baking Ingredients,Organic,32075,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,WOODSTOCK,"SUGAR,OG2,PURE CANE,GRAN",Baking Ingredients,Organic,32073,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,WOODSTOCK MINI MES,"RCE BITE,OG2,DK CHC,SSLT",Snacks,Organic,169449,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UNFI,YOGI,"TEA,OG2,CALMING",Coffee/Tea,Organic,35501,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
UPPER CRUST,Eden Organic,EDEN ORG WILDBERRY MIX NUTS 1OZ,Nuts/ Seeds,OG,2793,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,AMYS KITCHEN INC,"BURRITO, BEAN CHEESE GLUTEN-FREE IW FROZEN",Packaged Foods,"USDA Organic, ALL SUSTAINABLE",8604068,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,ARMANINO FOODS OF DISTINCTION,"SAUCE, PESTO BASIL TUB FROZEN",Sauce/ Seasoning,"Fair Trade, ALL SUSTAINABLE",7076078,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,BUCHI,"DRINK, KOMBUCHA RASPBERRY ORGANIC CAN REF",Kombucha,"USDA Organic, ALL SUSTAINABLE",5045967,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,CROPP COOPERATIVE,"MILK, WHOLE UHT ORGANIC VITAMIN D RBST & GMO FREE TWIST CAP CARTON REF HOMO",Milk,"USDA Organic, ALL SUSTAINABLE",2863536,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,DANONE US LLC,"YOGURT SUB, COCONUT MILK PLAIN BLENDED ORGANIC VEGAN SS CUP REF",Dairy Alternative,"USDA Organic, ALL SUSTAINABLE",9295219,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,DANONE US LLC,"YOGURT, COCONUT MILK PLAIN BLENDED ORGANIC TUB REF",Dairy Alternative,"USDA Organic, ALL SUSTAINABLE",8261926,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,DOMINO FOODS INC,"SUGAR, POWDERED CONFECTIONER 10X CANE",Baking Ingredients,"USDA Organic, ALL SUSTAINABLE",1022144,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,DOMINO FOODS INC,"SUGAR, POWDERED CONFECTIONER 10X CANE #!",Baking Ingredients,"USDA Organic, ALL SUSTAINABLE",3010758,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,EKATERRA TEA MSO USA LLC,"TEA BAG, HOT BLACK ENVELOPE CAFFEINATED BRISK",Coffee/Tea,"Rainforest Alliance, ALL SUSTAINABLE",4002259,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,FRITO LAY/ QUAKER/ TROPICANA,"DRINK, KOMBUCHA GINGER PROBIOTIC ORGANIC GLASS BOTTLE REF",Kombucha,"USDA Organic, ALL SUSTAINABLE",6231194,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,FRITO LAY/ QUAKER/ TROPICANA,"DRINK, KOMBUCHA PINEAPPLE PEACH ORGANIC GLASS BOTTLE REF",Kombucha,"USDA Organic, ALL SUSTAINABLE",7739492,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,FRITO LAY/ QUAKER/ TROPICANA,"WATER, COCONUT ORGANIC NO-SUGAR-ADDED PURIFIED ASEPTIC TETRA PACK",Snacks,"USDA Organic, ALL SUSTAINABLE",9937472,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,Forager,"YOGURT SUB, CASHEW VANILLA BLENDED ORGANIC TUB REF",Dairy Alternative,"USDA Organic, ALL SUSTAINABLE",9124346,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,GENERAL MILLS SALES INC,"CEREAL, GRANOLA OAT & HONEY ORGANIC TFF",Cereal,"USDA Organic, ALL SUSTAINABLE",9422965,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,GIUSTOS SPECIALTY FOODS LLC,"FLOUR, PIZZA BLEND 00 ITALIAN ORGANIC BAG",Grain,"USDA Organic, ALL SUSTAINABLE",5971825,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,HORIZON ORGANIC DAIRY,"MILK, 1% LOW FAT UHT ASEPTIC CARTON SHELF STABLE",Milk,"USDA Organic, ALL SUSTAINABLE",3722717,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,HOUSE FOODS AMERICA CORPORATIO,"TOFU, FIRM ORGANIC SPECIAL CRYOVAC FRESH REF",Soy Protein,"USDA Organic, ALL SUSTAINABLE",6705313,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,Harbor Banks,"SOLE, BREADED 4 OZ FILLET BONELESS RAW FROZEN BAG GLUTEN-FREE MSC",Seafood,"Marine Stewardship Council (MSC), ALL SUSTAINABLE",1717265,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,
US FOODS LOS ANGELES,JAVO BEVERAGE,"COFFEE, LIQUID 100% ARABICA COLD BREW 7:1 REF PLAS",Coffee/Tea,"Rainforest Alliance, ALL SUSTAINABLE",5904191,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,KIKKOMAN SALES USA INC,"MILK SUB, SOY ASEPTIC BOX SHELF STABLE SMART ORGANIC",Dairy Alternative,"USDA Organic, ALL SUSTAINABLE",9987025,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,KIKKOMAN SALES USA INC,"MILK SUB, SOY ASEPTIC CARTON SHELF STABLE ORGANIC",Dairy Alternative,"USDA Organic, ALL SUSTAINABLE",1103965,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,KIKKOMAN SALES USA INC,"MILK SUB, SOY CHOCOLATE ORGANIC ASEPTIC CARTON SHELF STABLE",Dairy Alternative,"USDA Organic, ALL SUSTAINABLE",9826579,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,KIKKOMAN SALES USA INC,"MILK SUB, SOY UNSWEETENED ORGANIC CARTON SHELF STABLE",Dairy Alternative,"USDA Organic, ALL SUSTAINABLE",4661336,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,KIKKOMAN SALES USA INC,"MILK SUB, SOY VANILLA ORGANIC ASEPTIC CARTON SHELF STABLE",Dairy Alternative,"USDA Organic, ALL SUSTAINABLE",9806902,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,KRAFT HEINZ FOODS COMPANY,"KETCHUP, TOMATO FANCY 33% ORGANIC PET PLASTIC BOTTLE SHELF STABLE",Sauce/ Seasoning,"USDA Organic, ALL SUSTAINABLE",8745788,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,KRAFT HEINZ FOODS COMPANY,"KETCHUP, TOMATO FANCY 33% ORGANIC POUCH SHELF STABLE",Sauce/ Seasoning,"USDA Organic, ALL SUSTAINABLE",4656013,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,LOTUS FOODS INC,"RICE, ORGANIC VOLCANO",Grain,"USDA Organic, ALL SUSTAINABLE",9513419,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,MADHAVA NATURAL SWEETENERS,"SWEETENER, AGAVE NECTAR SYRUP LIGHT ORGANIC",Sauce/ Seasoning,"USDA Organic, ALL SUSTAINABLE",9703943,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,MONDELEZ GLOBAL LLC,"SNACK BAR, ENERGY CHOCOLATE BROWNIE IW ORGANIC",Snacks,"USDA Organic, ALL SUSTAINABLE",1903285,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,NUMI INC PBC,"TEA BAG, HOT BLACK CHAI FILTER CAFFEINATED GOLDEN",Coffee/Tea,"USDA Organic, Fair Trade, ALL SUSTAINABLE",1833300,1,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,NUMI INC PBC,"TEA BAG, HOT GREEN LEMON DECAFFEINATED ORGANIC ENVELOPE",Coffee/Tea,"USDA Organic, Fair Trade, ALL SUSTAINABLE",5753538,1,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,NUMI INC PBC,"TEA BAG, HOT GREEN ORGANIC ENVELOPE CAFFEINATED GUNPOWDER",Coffee/Tea,"USDA Organic, Fair Trade, ALL SUSTAINABLE",5558846,1,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,Pure Living,"FLOUR, SPELT ORGANIC BAG",Grain,"USDA Organic, ALL SUSTAINABLE",8601191,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,RED GOLD INC,"KETCHUP, TOMATO 30% ORGANIC SQUEEZE BOTTLE UPSIDE",Sauce/ Seasoning,"USDA Organic, ALL SUSTAINABLE",7089724,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,RUDIS ORGANIC AND GLUTEN FREE,"BREAD, MULTIGRAIN 12 SLICED 1/3-1/2 LOAF GLUTEN-FREE TFF BAKED FROZEN",Bread Products,"USDA Organic, ALL SUSTAINABLE",3854205,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,SAMBAZON INC,SORBET ACAI TUB ORIG RIO,Frozen Dessert,"USDA Organic, Fair Trade, ALL SUSTAINABLE",8742835,1,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,SAMBAZON INC,"SORBET, ACAI ORGANIC TUB",Frozen Dessert,"USDA Organic, ALL SUSTAINABLE",6366352,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,SAN-J INTERNATIONAL INC.(VA),"SAUCE, SOY TAMARI ORGANIC REDUCED SODIUM GLUTEN-FR",Sauce/ Seasoning,"USDA Organic, ALL SUSTAINABLE",2984383,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,SEVIROLI FOODS,"RAVIOLI, CHEESE 3 WAY .6 OZ ROUND PLAIN PASTA ORGA",Pasta,"USDA Organic, ALL SUSTAINABLE",2672887,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,SMUCKER FOODSERVICE INC,"COFFEE, GROUND 100% ARABICA DARK ROAST FRACTION PA",Coffee/Tea,"Rainforest Alliance, ALL SUSTAINABLE",4862400,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,STREMICKS HERITAGE FOODS LLC,"MILK, 1% LOW FAT ORGANIC CARTON REF GRADE A REF",Milk,"USDA Organic, ALL SUSTAINABLE",444703,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,SUGAR FOODS CORPORATION,"SUGAR, RAW .11 OZ SS STICK TURBINADO",Baking Ingredients,"USDA Organic, ALL SUSTAINABLE",8637349,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,SUGAR FOODS CORPORATION,"SUGAR, WHITE 1/10 OZ SS STICK ORGANIC",Baking Ingredients,"USDA Organic, ALL SUSTAINABLE",4938990,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
US FOODS LOS ANGELES,TRIDENT SEAFOODS CORP.,"SURIMI, IMITATION CRABMEAT CHUNK & FLAKE COOKED FROZEN VALUE MSC",Seafood,"Marine Stewardship Council (MSC), ALL SUSTAINABLE",8366296,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,
US FOODS LOS ANGELES,simply organic,"DIP, ORGANIC ONION & CHIVE DIP MIX",Sauce/ Seasoning,"USDA Organic, ALL SUSTAINABLE",7252293,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
US Foods,ABBOTSFORD FARMS,"EGG, HARD COOKED PEELED WHOLE CAGE-FREE REF DRY PILLOW PACK",Eggs,Cage Free; Certified Humane,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
US Foods,ABBOTSFORD FARMS,"EGG, LIQUID WHITE CAGE-FREE PASTEURIZED CARTON GABLE TOP REF",Eggs,Cage Free; Certified Humane,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
US Foods,ABBOTSFORD FARMS,"EGG, LIQUID WHITE MIX W/ FOOD COLORING CAGE-FREE PASTEURIZED BAG REF",Eggs,Cage Free; Certified Humane,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
US Foods,ABBOTSFORD FARMS,"EGG, SHELL LARGE WHITE CAGE-FREE PASTEURIZED LOOSE PACK FRESH",Eggs,Cage Free; Certified Humane,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
US Foods,CAMPFIRE MEATS,"CHICKEN, BREAST AIRLINE SINGLE-LOBE 12 OZ BONE-IN SKIN-ON RAW REF",Chicken,NAE,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
US Foods,CAMPFIRE MEATS,"CHICKEN, BREAST AIRLINE SINGLE-LOBE 6 OZ BONE-IN SKIN-ON RAW REF BAG",Chicken,NAE,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
US Foods,CAMPFIRE MEATS,"CHICKEN, WHOLE W/OGIB 10 HD 4-4.5 LB BONE-IN SKIN-ON RAISED-W/O-ANTIBIOTICS",Chicken,NAE,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
US Foods,CAMPFIRE MEATS,"CHICKEN, WHOLE W/OGIB 14 HD 3-3.25 LB BONE-IN SKIN-ON RAISED-W/O-ANTIBIOTIC",Chicken,NAE,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
US Foods,COMMUNITY GRAINS,"PASTA, ROTELLE WHOLE GRAIN RAW SHELF STABLE BAG W/ADDED GLUTEN",Pasta,USDA Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
US Foods,COMMUNITY GRAINS,"PASTA, TORCHIETTE WHOLE GRAIN RAW SHELF STABLE BULK W/ADDED GLUTEN",Pasta,USDA Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
US Foods,COMPASS FOODS,"CHICKEN, DICED 1X1 THIGH MEAT RAISED-W/O-ANTIBIOTICS RAW REF VACUUM-PACK",Chicken,NAE,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
US Foods,COMPASS FOODS,"CHICKEN, THIGH 4-5 OZ BONELESS-SKINLESS ANTIBIOTIC-FREE RAW REF VACUUM-PACK",Chicken,NAE,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
US Foods,DURHAM RANCH,"BEEF, GROUND 80/20 FINE RAW FROZEN GRASS FED",Beef,Grass Fed,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
US Foods,EASY EGGS,"EGG, HARD COOKED PEELED WHOLE CAGE-FREE REF DRY PILLOW PACK GRAB N GO AMER",Eggs,Cage Free; Certified Humane,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
US Foods,FOSTER FARMS,"CHICKEN, BREAST SINGLE-LOBE 4 OZ BONELESS-SKINLESS RAISED-W/O-ANTIBIOTICS R",Chicken,NAE,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
US Foods,FOSTER FARMS,"TURKEY, BREAST SLICED 1 OZ SKINLESS COOKED OVEN ROASTED REF",Turkey,NAE,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
US Foods,FOSTER FARMS,"TURKEY, ROAST BREAST SKIN-ON SOLUTION ADDED 20% RAW BAG FROZEN",Turkey,NAE,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
US Foods,GRIMMWAY FARMS,"CARROT, ORANGE & YELLOW ORGANIC SHREDDED FRESH REF",Produce,USDA Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
US Foods,HARBOR BANKS,"CATFISH, 5-7 OZ SHANK FILLET BONELESS SKINLESS RAW IQF FROZEN BULK FARMED",Seafood,Marine Stewardship Council,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,
US Foods,HARBOR BANKS,"SALMON, SMOKED COLD NORWEGIAN 2 LB SIDE SLICED BONELESS-SKINLESS FROZEN IVP",Seafood,Marine Stewardship Council,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,
US Foods,HARVESTLAND,"CHICKEN, BREAST SINGLE-LOBE 4 OZ BONELESS-SKINLESS RAISED-W/O-ANTIBIOTICS S",Chicken,NAE,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
US Foods,HEINZ,"KETCHUP, TOMATO FANCY 33% ORGANIC POUCH SHELF STABLE",Produce,USDA Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
US Foods,HEINZ,"MAYONNAISE, SS POUCH",Sauce/ Seasoning,USDA Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
US Foods,HORIZON ORGANIC,"CHEESE, MOZZARELLA STRING ORGANIC IW REF",Cheese,USDA Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
US Foods,MARTINELLI,"JUICE, ORGANIC SPARKLING APPLE JUICE",Juice,USDA Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
US Foods,MONARCH,"SEASONING, BLEND GRANULATED ORGANIC SALT FREE SS PACKET SHELF STABLE SPICE",Sauce/ Seasoning,USDA Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
